id,text
FOODON:03301123,CHEBI:2962
FOODON:03301123,CHEBI:30813
FOODON:03301123,CHEBI:34631
FOODON:03301123,CHEBI:34905
FOODON:03301123,CHEBI:35014
FOODON:03301123,CHEBI:38449
FOODON:03301123,CHEBI:38473  
FOODON:03301123,CHEBI:38660
FOODON:03301123,CHEBI:38786
FOODON:03301123,CHEBI:38798
FOODON:03301123,CHEBI:39098
FOODON:03301123,CHEBI:39163
FOODON:03301123,CHEBI:39178
FOODON:03301123,CHEBI:39211
FOODON:03301123,CHEBI:39214
FOODON:03301123,CHEBI:39290
FOODON:03301123,CHEBI:39314
FOODON:03301123,CHEBI:39329
FOODON:03301123,CHEBI:39346
FOODON:03301123,CHEBI:39353
FOODON:03301123,CHEBI:39381
FOODON:03301123,CHEBI:4034
FOODON:03301123,CHEBI:4045
FOODON:03301123,CHEBI:40909
FOODON:03301123,CHEBI:5011
FOODON:03301123,CHEBI:52492
FOODON:03301123,CHEBI:52741
FOODON:03301123,CHEBI:5870
FOODON:03301123,CHEBI:63956
FOODON:03301123,CHEBI:67113
FOODON:03301123,CHEBI:70721
FOODON:03301123,CHEBI:73163
FOODON:03301123,CHEBI:75281
FOODON:03301123,CHEBI:78780
FOODON:03301123,CHEBI:79736
FOODON:03301123,CHEBI:81760
FOODON:03301123,CHEBI:81763
FOODON:03301123,CHEBI:81781
FOODON:03301123,CHEBI:81782
FOODON:03301123,CHEBI:81784
FOODON:03301123,CHEBI:81797
FOODON:03301123,CHEBI:81803
FOODON:03301123,CHEBI:81815
FOODON:03301123,CHEBI:81822
FOODON:03301123,CHEBI:81828
FOODON:03301123,CHEBI:81833
FOODON:03301123,CHEBI:81853
FOODON:03301123,CHEBI:81861
FOODON:03301123,CHEBI:81907
FOODON:03301123,CHEBI:81975
FOODON:03301123,CHEBI:82029
FOODON:03301123,CHEBI:82041
FOODON:03301123,CHEBI:82041
FOODON:03301123,CHEBI:83070
FOODON:03301123,CHEBI:83345
